,Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2,Building_num,Land_num,Area_M2
816,"New Listing, inquire for details. 11 in Marikina",Marikina,Condominium,Studio,101,197,,,,120.9726943,14.561093,,24738921.94,,Marikina,,340,197
817,"New Listing, inquire for details. 12 in Marikina",Marikina,Townhouse,Inner,79,121,,,,121.0551973,14.57484316,,15194972.36,,Marikina,,340,121
818,"New Listing, inquire for details. 13 in Marikina",Marikina,Condominium,1BR,86,118,,,,120.9982367,14.60961863,,14818237.51,,Marikina,,340,118
819,"New Listing, inquire for details. 14 in Marikina",Marikina,Commercial,Retail,39,124,,,,121.005067,14.55011885,,15571707.21,,Marikina,,340,124
820,"New Listing, inquire for details. 15 in Marikina",Marikina,Condominium,2BR,88,102,,,,120.9953795,14.56924308,,12808984.96,,Marikina,,340,102
821,"New Listing, inquire for details. 16 in Marikina",Marikina,Condominium,2BR,134,190,,,,121.0123743,14.55089765,,23859873.95,,Marikina,,340,190
822,"New Listing, inquire for details. 17 in Marikina",Marikina,Commercial,Retail,96,125,,,,120.9916555,14.58775642,,15697285.49,,Marikina,,340,125
823,"New Listing, inquire for details. 18 in Marikina",Marikina,House and Lot,Two-storey,143,152,,,,121.0476738,14.61938662,,19087899.16,,Marikina,,340,152
824,"New Listing, inquire for details. 19 in Marikina",Marikina,Townhouse,End,96,127,,,,121.0342358,14.57124135,,15948442.06,,Marikina,,340,127
825,"New Listing, inquire for details. 20 in Marikina",Marikina,Townhouse,End,178,128,,,,121.0567594,14.58801662,,16074020.35,,Marikina,,340,128
826,"New Listing, inquire for details. 21 in Marikina",Marikina,Commercial,Office,68,116,,,,120.9974831,14.61215701,,14567080.94,,Marikina,,340,116
827,"Modern House and lot for sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",Condominium,2BR,57,900,6,6,6,121.0168211,14.58976132,,113020455.6,https://www.lamudi.com.ph/modern-house-ayala-alabang-village-166116251893.html,Muntinlupa,900,570,157
828,"Modern House and Lot for Sale in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",Townhouse,Inner,73,555,4,4,5,120.953108,14.58541394,,69695947.59,https://www.lamudi.com.ph/modern-house-and-lot-for-sale-in-ayala-alabang-vil-16608823650.html,Muntinlupa,555,680,143
829,2 Bedroom For Sale in DMCI Rhapsody Residences,"Buli, Muntinlupa",Condominium,Studio,126,53,,2,2,120.9841012,14.55833625,Rhapsody Residences,6655649.049,https://www.lamudi.com.ph/2-bedroom-for-sale-in-dmci-raphosody-residences-16608115506.html,Muntinlupa,53,,148
830,"For Sale : House and Lot in Las Pinas City at The Enclave Alabang! Nr. MCX, SLEX","Alabang, Muntinlupa",House and Lot,Bungalow,39,414,2,3,4,121.0388316,14.55376873,,51989409.55,https://www.lamudi.com.ph/for-sale-house-and-lot-in-las-pinas-city-at-the-en-166080944784.html,Muntinlupa,414,467,119
831,The Enclave Alabang House and Lot for Sale in Las Pinas City! Sacrifice Sale!,"Alabang, Muntinlupa",Townhouse,Inner,142,414,2,3,5,120.9816304,14.60453716,,51989409.55,https://www.lamudi.com.ph/the-enclave-alabang-house-and-lot-for-sale-in-las-166080944670.html,Muntinlupa,414,467,112
832,House and Lot for Sale Las Pinas City at The Enclave Alabang! Nr. Ayala Alabang,"Alabang, Muntinlupa",Commercial,Office,194,391,,3,5,121.0155031,14.55528438,,49101109.02,https://www.lamudi.com.ph/house-and-lot-for-sale-las-pinas-city-at-the-encla-166080522057.html,Muntinlupa,391,350,192
833,2-Storey Modern House and Lot for sale in Las Pinas City at  The Enclave Alabang,"Alabang, Muntinlupa",Condominium,Studio,54,391,,3,5,120.9620524,14.61861162,,49101109.02,https://www.lamudi.com.ph/2-storey-modern-house-and-lot-for-sale-in-las-pina-166080521742.html,Muntinlupa,391,350,160
834,"ENCLAVE ALABANG HOUSE FOR SALE, Good deal Sacrifice Sale Daanghari House Alabang","Alabang, Muntinlupa",Townhouse,End,184,414,,3,5,121.0158103,14.58959714,,51989409.55,https://www.lamudi.com.ph/enclave-alabang-house-for-sale-good-deal-sacrifice-166078678356.html,Muntinlupa,414,467,135
835,"Sacrifice Sale, ALABANG HOUSE FOR SALE Enclave Alabang Daang Hari near MCX Exit","Alabang, Muntinlupa",Townhouse,End,65,414,,3,5,121.0079909,14.62478037,,51989409.55,https://www.lamudi.com.ph/sacrifice-sale-alabang-house-for-sale-enclave-alab-166078675687.html,Muntinlupa,414,467,160
836,Good Buy! The Enclave Alabang House for Sale along Daang Hari near Ayala Alabang,"Alabang, Muntinlupa",Townhouse,Inner,151,391,,3,5,121.0579852,14.55376566,,49101109.02,https://www.lamudi.com.ph/good-buy-the-enclave-alabang-house-for-sale-along-166078519259.html,Muntinlupa,391,350,124
837,Alabang House and Lot for Sale ENCLAVE HOUSE near Muntinlupa and Ayala Alabang,"Alabang, Muntinlupa",Townhouse,Inner,190,391,,3,5,121.0138594,14.60692134,,49101109.02,https://www.lamudi.com.ph/alabang-house-and-lot-for-sale-enclave-house-near-16607851862.html,Muntinlupa,391,350,144
838,Ayala Alabang Village House and Lot for Sale in Muntinlupa City!,"Ayala Alabang, Muntinlupa",Condominium,Penthouse,195,1350,8,9,,121.0397067,14.59983502,,169530683.3,https://www.lamudi.com.ph/ayala-alabang-village-house-and-lot-for-sale-in-mu-16602816438.html,Muntinlupa,1350,784,100
839,"8345 sqm Lot for Sale at Cupang, Muntinlupa City","Cupang, Muntinlupa",Townhouse,End,8,,,,,121.0117756,14.58008495,,,https://www.lamudi.com.ph/8345-sqm-lot-for-sale-at-cupang-muntinlupa-city-16601903571.html,Muntinlupa,,8345,155
840,"Pre-selling Larsen Tower, East Bay Residences - 2BR Condominium in Muntinlupa","Sucat, Muntinlupa",House and Lot,Bungalow,69,57,,2,2,120.9703299,14.58097362,East Bay Residences,7157962.185,https://www.lamudi.com.ph/larsen-tower-east-bay-residences-2br-57-sqm-166001120271.html,Muntinlupa,57,,174
841,"Rush Sale! House and Lot in Alabang Hills Village, Muntinlupa City","Cupang, Muntinlupa",Townhouse,End,157,350,,4,5,120.9643059,14.62057224,,43952399.38,https://www.lamudi.com.ph/rush-sale-house-and-lot-in-alabang-hills-village-m-165985638180.html,Muntinlupa,350,450,117
842,"House and Lot for Sale in Muntinlupa City, Ayala Alabang Village","Ayala Alabang, Muntinlupa",Townhouse,Inner,31,1350,8,9,9,120.9530858,14.62684478,,169530683.3,https://www.lamudi.com.ph/house-and-lot-for-sale-in-muntinlupa-city-ayala-al-165994997437.html,Muntinlupa,1350,784,150
843,"For Sale House and Lot in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",Townhouse,End,79,1350,8,9,9,120.9516509,14.58993559,,169530683.3,https://www.lamudi.com.ph/for-sale-house-and-lot-in-ayala-alabang-village-165995196147.html,Muntinlupa,1350,784,112
844,"Brand New House and Lot for Sale in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",Commercial,Office,147,1350,,9,9,121.0476208,14.586368,,169530683.3,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-ayala-alabang-165967846078.html,Muntinlupa,1350,784,162
845,"Ayala Alabang Village 3-Storey House and Lot for Sale Alabang, Muntinlupa City","Ayala Alabang, Muntinlupa",House and Lot,Two-storey,177,1350,,9,9,120.9799003,14.5882947,,169530683.3,https://www.lamudi.com.ph/ayala-alabang-village-3-storey-house-and-lot-for-s-165967845796.html,Muntinlupa,1350,784,180
846,"CDN - For Sale: 11,393 sqm Industrial Property in Magdaong Road, Muntinlupa City","Poblacion, Muntinlupa",Condominium,1BR,87,0,,,,120.9546958,14.61624563,,0,https://www.lamudi.com.ph/cdn-for-sale-11-393-sqm-industrial-property-in-mag-16593638611.html,Muntinlupa,0,11393,181
847,1 Bedroom Condominium for Sale Northgate Cyberzone Alabang Muntinlupa,"Alabang, Muntinlupa",Commercial,Office,27,32,,1,1,120.9613863,14.60129714,Southkey Place,4018505.086,https://www.lamudi.com.ph/1-bedroom-condominium-for-sale-northgate-cyberzone-165873291330.html,Muntinlupa,32,,178
848,"Fully furnished 3-Storey House and Lot for Sale Ayala Alabang Village,Muntinlupa","Ayala Alabang, Muntinlupa",House and Lot,Two-storey,85,1300,,5,4.5,121.0426686,14.56731325,,163251769.1,https://www.lamudi.com.ph/fully-furnished-3-storey-house-and-lot-for-sale-ay-165838701281.html,Muntinlupa,1300,762,160
849,"Ayala Alabang Village 3-Storey House for Sale Alabang, Muntinlupa Nr. MCX, SLEX","Ayala Alabang, Muntinlupa",Condominium,Penthouse,20,1300,4,5,4.5,121.0209674,14.59974716,,163251769.1,https://www.lamudi.com.ph/ayala-alabang-village-3-storey-house-for-sale-alab-165838701051.html,Muntinlupa,1300,762,146
850,"House and Lot for Sale in Ayala Alabang Village, Muntinlupa City with Eleavator","Ayala Alabang, Muntinlupa",Commercial,Retail,177,1350,8,9,9,120.9955193,14.59055538,,169530683.3,https://www.lamudi.com.ph/house-and-lot-for-sale-in-ayala-alabang-village-mu-165891578478.html,Muntinlupa,1350,784,181
851,"Brand New 3-Storey House and Lot for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",Condominium,2BR,132,1350,8,9,9,121.0450644,14.57422218,,169530683.3,https://www.lamudi.com.ph/brand-new-3-storey-house-and-lot-for-sale-in-ayala-165838399145.html,Muntinlupa,1350,784,120
852,"Modern House for Sale in Hillsborough, Alabang Village, Muntinlupa","Cupang, Muntinlupa",Commercial,Office,50,350,2,4,4,120.9639631,14.56122869,,43952399.38,https://www.lamudi.com.ph/modern-house-for-sale-in-hillsborough-alabang-village-muntinlupa.html,Muntinlupa,350,405,177
853,"Read for Occupancy 1BR Condo Unit for Sale at Avida Towers Altura in Alabang, Muntinl...","Alabang, Muntinlupa",Condominium,2BR,88,37,,1,1,121.0081427,14.55721632,Avida Towers Altura,4646396.506,https://www.lamudi.com.ph/read-for-occupancy-1br-condo-unit-for-sale-at-avida-towers-altura-in-alabang-muntinlupa-city.html,Muntinlupa,37,,184
854,Industrial Lot For Sale in Muntinlupa City,"Poblacion, Muntinlupa",Townhouse,Inner,120,,,,,121.0476922,14.57513319,,,https://www.lamudi.com.ph/industrial-lot-for-sale-in-muntinlupa-city-165942697864.html,Muntinlupa,,11393,121
855,7 Bedroom Ayala Alabang Brand New House For Sale,"Ayala Alabang, Muntinlupa",House and Lot,Bungalow,27,900,,7,7,121.0553077,14.57439248,,113020455.6,https://www.lamudi.com.ph/7-bedroom-ayala-alabang-brand-new-house-for-sale.html,Muntinlupa,900,570,175
856,Muntinlupa house & lot for sale 1km from ayala mall south park,"Putatan, Muntinlupa",Condominium,1BR,147,,,,,120.9958694,14.6237167,,,https://www.lamudi.com.ph/muntinlupa-house-lot-for-sale-1km-from-ayala-mall-south-park.html,Muntinlupa,,1445,177
857,For sale Studio w/ Balcony at South Keyplace (Alabang) RFO in Muntinlupa,"Alabang, Muntinlupa",Townhouse,Inner,189,15.65,,1,1,121.0298913,14.61977128,South Keyplace,1965300.144,https://www.lamudi.com.ph/for-sale-studio-w-balcony-at-south-keyplace-alabang-rfo.html,Muntinlupa,15.65,,191
858,"Modern Brand New House with Pool For Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",Commercial,Office,92,800,,6,6,121.0319786,14.56000579,,100462627.2,https://www.lamudi.com.ph/brand-new-house-with-pool-for-sale-in-ayala-alabang.html,Muntinlupa,800,748,102
859,"Fully furnished 5 Bedroom House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",Townhouse,Inner,86,1300,,5,4,120.9582985,14.55830651,,163251769.1,https://www.lamudi.com.ph/fully-furnished-5-bedroom-house-for-sale-in-ayala-alabang-village-muntinlupa.html,Muntinlupa,1300,762,164
860,"Brand New 3-Storey Modern House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",Commercial,Retail,72,1350,8,9,,121.0366842,14.59876752,,169530683.3,https://www.lamudi.com.ph/brand-new-3-storey-modern-house-for-sale-in-ayala-alabang-village-muntinlupa.html,Muntinlupa,1350,784,164
861,"Big Warehouse for Sale in Muntinlupa City Along Main Road Nr.MCX, SLEX,Daanghari","Poblacion, Muntinlupa",House and Lot,Two-storey,185,7529,,,,121.0257405,14.58102804,,945478899.8,https://www.lamudi.com.ph/big-warehouse-for-sale-in-muntinlupa-city-along-main-road-nr-mcx-slex-daanghari.html,Muntinlupa,7529,11393,109
862,Spacious Industrial Warehouse Building for Sale in Muntinlupa City Nr. Alabang,"Poblacion, Muntinlupa",Townhouse,Inner,37,7529,,,,121.048053,14.59130661,,945478899.8,https://www.lamudi.com.ph/spacious-industrial-warehouse-building-for-sale-in-muntinlupa-city-nr-alabang.html,Muntinlupa,7529,11393,196
863,"Semi furnished Warehouse Building for Sale in for Sale in Muntinlupa Nr.MCX,SLEX","Poblacion, Muntinlupa",Condominium,Penthouse,16,7529,,,,120.9528796,14.60883796,,945478899.8,https://www.lamudi.com.ph/semi-furnished-warehouse-building-for-sale-in-for-sale-in-muntinlupa-nr-mcx-slex.html,Muntinlupa,7529,11393,156
864,"11,393 sqm Huge Warehouse Building for Sale in Muntinlupa Nr. MCX","Poblacion, Muntinlupa",Condominium,Studio,197,7529,,,,120.9650185,14.60866573,,945478899.8,https://www.lamudi.com.ph/11-393-sqm-huge-warehouse-building-for-sale-in-muntinlupa-nr-mcx.html,Muntinlupa,7529,11393,174
865,House For Sale in Ayala Alabang Village Muntinlupa City,"Ayala Alabang, Muntinlupa",Townhouse,Inner,17,439,4,4,4,121.0520312,14.61842078,,55128866.65,https://www.lamudi.com.ph/house-for-sale-in-ayala-alabang-village-muntinlupa-city-3.html,Muntinlupa,439,432,163
866,Alabang Hills Village house & lot for sale,"Alabang, Muntinlupa",Commercial,Retail,112,400,,3,4,121.0024781,14.5714125,,50231313.58,https://www.lamudi.com.ph/alabang-hills-village-house-lot-for-sale.html,Muntinlupa,400,700,199
867,6 Bedroom Brand New House For Sale in Ayala Alabang Village,"Ayala Alabang, Muntinlupa",Condominium,Penthouse,94,800,,6,6,120.9837892,14.59003183,,100462627.2,https://www.lamudi.com.ph/6-bedroom-brand-new-house-for-sale-in-ayala-alabang-village.html,Muntinlupa,800,748,196
868,"Brand New House for Sale at Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",House and Lot,Two-storey,104,675,,4,3,120.9802026,14.59802373,,84765341.66,https://www.lamudi.com.ph/brand-new-house-for-sale-at-ayala-alabang-village-muntinlupa.html,Muntinlupa,675,555,170
869,Katarungan Muntinlupa Fully Furnished House For Sale.  Near Daang Hari Road.,"Poblacion, Muntinlupa",Townhouse,End,145,450,,4,4,121.0216397,14.55465658,,56510227.78,https://www.lamudi.com.ph/katarungan-muntinlupa-fully-furnished-house-for-sale-near-daang-hari-road.html,Muntinlupa,450,185,120
870,3 Bedrooms  House & Lot Ayala Alabang Village Muntinlupa City,"Alabang, Muntinlupa",Commercial,Office,169,350,,3,3,120.9517811,14.57381328,,43952399.38,https://www.lamudi.com.ph/3-bedrooms-house-lot-ayala-alabang-village-muntinlupa-city-1.html,Muntinlupa,350,432,117
871,Brand New Spacious Single Attached House And Lot In Katarungan,"Poblacion, Muntinlupa",House and Lot,Bungalow,124,218.68,,3,3,120.963457,14.61215335,,27461459.13,https://www.lamudi.com.ph/brand-new-spacious-single-attached-house-and-lot-in-katarungan-1.html,Muntinlupa,218.68,180,134
872,"Brand New Duplex For Sale in Katarungan Village, Muntinlupa City","Poblacion, Muntinlupa",Commercial,Retail,125,120,2,3,3,121.0584951,14.57094181,,15069394.07,https://www.lamudi.com.ph/brand-new-duplex-for-sale-in-katarungan-village-muntinlupa-city.html,Muntinlupa,120,77,120
873,Ayala Alabang Village Brand New 3-Storey House for Sale in Muntinlupa Nr.BF Home,"Ayala Alabang, Muntinlupa",House and Lot,Bungalow,15,1300,,5,6,120.9553689,14.59522748,,163251769.1,https://www.lamudi.com.ph/ayala-alabang-village-brand-new-3-storey-house-for-sale-in-muntinlupa-nr-bf-home.html,Muntinlupa,1300,762,163
874,Brand New Spacious Single Attached House and Lot in Katarungan Muntinlupa,"Poblacion, Muntinlupa",House and Lot,Two-storey,155,218,2,3,3,120.9633055,14.57651711,,27376065.9,https://www.lamudi.com.ph/brand-new-spacious-single-attached-house-and-lot-in-katarungan-muntinlupa-155.html,Muntinlupa,218,180,194
875,For Sale South Greenheights Executive Village House And Lot Package Muntinlupa,"Putatan, Muntinlupa",Townhouse,End,22,85,1,3,2,120.9583921,14.57167988,,10674154.14,https://www.lamudi.com.ph/for-sale-south-greenheights-executive-village-house-and-lot-package-muntinlupa.html,Muntinlupa,85,70,85
876,House And Lot Package For Sale At Victorini Heights Nr. Alabang Muntinlupa,"Putatan, Muntinlupa",Condominium,Studio,117,105,1,3,2,120.99257,14.5606058,,13185719.81,https://www.lamudi.com.ph/house-and-lot-package-for-sale-at-victorini-heights-nr-alabang-muntinlupa.html,Muntinlupa,105,123,105
877,For sale Townhouse In Katarungan Village Muntinlupa (Ready For Occupancy),"Poblacion, Muntinlupa",Townhouse,Inner,13,120,,4,,121.0558955,14.60097114,,15069394.07,https://www.lamudi.com.ph/for-sale-townhouse-in-katarungan-village-muntinlupa-ready-for-occupancy.html,Muntinlupa,120,59,120
878,"9BR with Garden and Pool House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",Commercial,Retail,158,1350,8,9,8,121.0113935,14.62194636,,169530683.3,https://www.lamudi.com.ph/9br-with-garden-and-pool-house-for-sale-in-ayala-alabang-village-muntinlupa.html,Muntinlupa,1350,784,168
879,Below 30m Ayala Alabang Village Single Family House for Sale near Mindanao Gate,"Ayala Alabang, Muntinlupa",Condominium,Studio,70,115,,2,2,121.0232846,14.59775169,,14441502.65,https://www.lamudi.com.ph/below-30m-ayala-alabang-village-single-family-house-for-sale-near-mindanao-gate.html,Muntinlupa,115,126,115
880,Brand New House and Lot FOR SALE in Ayala Alabang Village,"Alabang, Muntinlupa",Townhouse,End,43,675,,4,4,120.9872218,14.57257434,,84765341.66,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-ayala-alabang-village-3.html,Muntinlupa,675,555,145
881,brand new spacious single attached house and lot in katarungan muntinlupa,"Poblacion, Muntinlupa",Commercial,Retail,71,218,2,3,3,120.9544948,14.59961628,,27376065.9,https://www.lamudi.com.ph/brand-new-spacious-single-attached-house-and-lot-in-katarungan-muntinlupa-143.html,Muntinlupa,218,180,107
882,Ayala Alabang village Brandnew House and Lot for Sale,"Ayala Alabang, Muntinlupa",Townhouse,Inner,11,1350,,7,7,121.0358769,14.58844487,,169530683.3,https://www.lamudi.com.ph/ayala-alabang-village-brandnew-house-and-lot-for-sale.html,Muntinlupa,1350,784,153
883,Big Warehouse for Sale in Muntinlupa City. Good For Commissary/Manufacturing,"Poblacion, Muntinlupa",Commercial,Retail,49,7529,,,,121.0078639,14.61440326,,945478899.8,https://www.lamudi.com.ph/big-warehouse-for-sale-in-muntinlupa-city-good-for-commissary-manufacturing.html,Muntinlupa,7529,11393,172
884,Ayala Alabang Village 7Bedroom House and Lot in Muntinlupa,"Ayala Alabang, Muntinlupa",House and Lot,Two-storey,14,800,,7,7,120.9930431,14.60089697,,100462627.2,https://www.lamudi.com.ph/ayala-alabang-village-7bedroom-house-and-lot-in-muntinlupa.html,Muntinlupa,800,665,102
885,ayala alabang lot for sale,"Ayala Alabang, Muntinlupa",House and Lot,Two-storey,174,,,,,121.025755,14.58879458,,,https://www.lamudi.com.ph/ayala-alabang-lot-for-sale-8.html,Muntinlupa,,371,180
886,"4 Bedrooms Brand New 3 Storey Triplex In Katarungan Village, Muntinlupa City","Poblacion, Muntinlupa",Commercial,Retail,100,130,,4,3,121.0436889,14.55403469,,16325176.91,https://www.lamudi.com.ph/4-bedrooms-brand-new-3-storey-triplex-in-katarungan-village-muntinlupa-city.html,Muntinlupa,130,59,130
